location,date,SO2,PM10,O3,NO2,CO,PM25
MCD,20190620,0.002,34,0.053,0.011,0.4,20
MCD,20190621,0.002,35,0.055,0.014,0.4,21
MCD,20190622,0.001,33,0.043,0.013,0.4,18
MCD,20190623,0.001,17,0.035,0.011,0.3,9
MCD,20190624,0.002,31,0.045,0.012,0.3,17
MCD,20190625,0.002,27,0.048,0.013,0.3,15
MCD,20190626,0.002,32,0.034,0.014,0.4,18
MCD,20190627,0.001,21,0.025,0.011,0.4,9
MCD,20190628,0.001,28,0.039,0.008,0.3,18
MCD,20190629,0.001,33,0.023,0.011,0.4,19
MCD,20190630,0.001,32,0.034,0.007,0.3,19
GSD,20190601,0.002,20,0.043,0.005,0.3,13
GSD,20190602,0.002,31,0.051,0.006,0.3,19
GSD,20190603,0.003,40,0.057,0.009,0.5,25
GSD,20190604,0.002,36,0.051,0.008,0.3,24
GSD,20190605,0.002,42,0.041,0.007,0.2,
GSD,20190606,0.002,40,0.038,0.008,0.2,
GSD,20190607,0.002,7,0.044,0.005,0.1,
GSD,20190608,0.002,16,0.039,0.006,0.1,8
GSD,20190609,0.002,19,0.039,0.005,0.1,15
GSD,20190610,0.002,6,0.03,0.005,0.2,4
GSD,20190611,0.002,15,0.041,0.005,0.4,12
GSD,20190612,0.002,33,0.046,0.005,0.4,18
GSD,20190613,0.002,31,0.05,0.007,0.5,22
GSD,20190614,0.002,53,0.043,0.009,0.5,38
GSD,20190615,0.002,30,0.047,0.005,0.4,17
GSD,20190616,0.002,26,0.048,0.004,0.4,16
GSD,20190617,0.002,19,0.045,0.005,0.3,11
GSD,20190618,0.002,,0.041,0.006,0.4,17
GSD,20190619,0.002,37,0.053,0.005,0.3,25
GSD,20190620,0.002,28,0.056,0.005,0.4,19
GSD,20190621,0.002,31,0.059,0.004,0.4,20
GSD,20190622,0.002,26,0.048,0.005,0.3,14
GSD,20190623,0.002,10,0.045,0.004,0.4,
GSD,20190624,0.002,27,0.05,0.006,0.3,19
GSD,20190625,0.002,25,0.055,0.006,0.3,16
GSD,20190626,0.003,28,0.03,0.009,0.3,21
GSD,20190627,0.002,11,0.026,0.006,0.1,
GSD,20190628,0.002,27,0.044,0.005,0.1,19
GSD,20190629,0.002,21,0.025,0.006,0.1,14
GSD,20190630,0.002,25,0.034,0.004,0.1,16
NED,20190601,0.002,24,0.031,0.008,0.2,15
NED,20190602,0.002,34,0.031,0.008,0.3,17
NED,20190603,0.002,46,0.039,0.016,0.4,20
NED,20190604,0.001,34,0.04,0.01,0.3,18
NED,20190605,0.001,44,0.026,0.012,0.3,26
NED,20190606,0.002,47,0.029,0.013,0.4,28
NED,20190607,0.002,10,0.03,0.009,0.3,4
NED,20190608,0.002,18,0.028,0.008,0.3,8
NED,20190609,0.002,24,0.029,0.005,0.3,13
NED,20190610,0.001,9,0.023,0.007,0.2,5
NED,20190611,0.001,17,0.028,0.009,0.3,9
NED,20190612,0.002,41,0.032,0.009,0.4,25
NED,20190613,0.002,36,0.039,0.012,0.4,20
NED,20190614,0.002,61,0.031,0.017,0.5,39
NED,20190615,0.002,33,0.034,0.009,0.4,18
NED,20190616,0.002,28,0.032,0.005,0.3,15
NED,20190617,0.002,20,0.032,0.006,0.3,10
NED,20190618,0.002,21,0.029,0.012,0.4,15
NED,20190619,0.002,29,0.039,0.008,0.4,
NED,20190620,0.002,27,0.038,0.006,0.4,
NED,20190621,0.002,31,0.041,0.006,0.4,19
NED,20190622,0.002,25,0.034,0.008,0.3,16
NED,20190623,0.002,14,0.03,0.007,0.3,6
NED,20190624,0.002,24,0.035,0.01,0.4,13
NED,20190625,0.002,24,0.038,0.01,0.3,15
NED,20190626,0.002,29,0.023,0.014,0.4,20
NED,20190627,0.002,9,0.017,0.007,0.2,4
NED,20190628,0.002,21,0.027,0.008,0.2,13
NED,20190629,0.002,19,0.017,0.008,0.3,12
NED,20190630,0.002,21,0.024,0.005,0.2,13
SND,20190601,0.003,29,0.044,0.014,0.3,12
SND,20190602,0.004,37,0.054,0.013,0.3,17
SND,20190603,0.004,42,0.058,0.019,0.4,22
SND,20190604,0.004,39,0.052,0.017,0.3,21
SND,20190605,0.003,47,0.042,0.015,0.3,22
SND,20190606,0.002,46,0.044,0.015,0.3,24
SND,20190607,0.002,9,0.046,0.012,0.3,4
SND,20190608,0.002,20,0.041,0.011,0.3,7
SND,20190609,0.002,23,0.042,0.007,0.3,12
SND,20190610,0.002,9,0.033,0.008,0.2,4
SND,20190611,0.002,19,0.04,0.009,0.2,9
SND,20190612,0.003,42,0.046,0.012,0.3,17
SND,20190613,0.002,37,0.049,0.016,0.3,20
SND,20190614,0.002,62,0.044,0.022,0.4,32
SND,20190615,0.002,35,0.045,0.014,0.3,16
SND,20190616,0.001,35,0.048,0.008,0.3,17
SND,20190617,0.001,27,0.042,0.01,0.2,10
SND,20190618,0.002,33,0.041,0.016,0.3,15
SND,20190619,0.002,48,0.053,0.014,0.4,24
SND,20190620,0.003,39,0.054,0.012,0.4,19
SND,20190621,0.003,41,0.056,0.012,0.4,19
SND,20190622,0.002,33,0.046,0.011,0.3,15
SND,20190623,0.002,16,0.042,0.009,0.3,7
SND,20190624,0.002,29,0.049,0.012,0.3,16
SND,20190625,0.002,29,0.053,0.012,0.3,15
SND,20190626,0.002,30,0.039,0.013,0.3,17
SND,20190627,0.002,15,0.028,0.012,0.3,7
SND,20190628,0.002,32,0.042,0.01,0.3,17
SND,20190629,0.002,30,0.031,0.009,0.3,13
SND,20190630,0.002,32,0.038,0.009,0.4,16
JLD,20190601,0.002,26,0.044,0.011,0.4,11
JLD,20190602,0.002,32,0.052,0.011,0.4,17
JLD,20190603,0.003,42,0.062,0.015,0.5,21
JLD,20190604,0.002,35,0.055,0.012,0.4,19
JLD,20190605,0.001,38,0.042,0.011,0.3,19
JLD,20190606,0.001,43,0.04,0.014,0.4,26
JLD,20190607,0.001,13,0.043,0.015,0.4,4
JLD,20190608,0.001,17,0.038,0.011,0.4,6
JLD,20190609,0.001,25,0.041,0.007,0.4,11
JLD,20190610,0.001,12,0.032,0.009,0.3,4
JLD,20190611,0.001,20,0.036,0.011,0.3,9
JLD,20190612,0.002,42,0.043,0.013,0.4,17
JLD,20190613,0.002,41,0.052,0.015,0.4,22
JLD,20190614,0.002,62,0.04,0.018,0.4,32
JLD,20190615,0.001,38,0.042,0.011,0.4,18
JLD,20190616,0.001,31,0.046,0.008,0.4,16
JLD,20190617,0.001,21,0.042,0.009,0.3,9
JLD,20190618,0.001,36,0.037,0.013,0.4,16
JLD,20190619,0.001,37,0.045,0.013,0.4,23
JLD,20190620,0.002,33,0.054,0.01,0.5,18
JLD,20190621,0.002,37,0.055,0.011,0.4,20
JLD,20190622,0.001,35,0.045,0.011,0.4,16
JLD,20190623,0.002,18,0.037,0.009,0.4,8
JLD,20190624,0.002,32,0.045,0.01,0.4,17
JLD,20190625,0.002,32,0.05,0.013,0.4,16
JLD,20190626,0.001,33,0.033,0.013,0.4,18
JLD,20190627,0.001,21,0.024,0.012,0.4,9
JLD,20190628,0.001,34,0.041,0.008,0.4,20
JLD,20190629,0.001,31,0.023,0.01,0.4,12
JLD,20190630,0.001,33,0.035,0.007,0.4,15
DSD,20190601,0.001,27,0.032,0.015,0.3,16
DSD,20190602,0.002,33,0.039,0.014,0.4,20
DSD,20190603,0.002,46,0.038,0.023,0.5,26
DSD,20190604,0.002,42,0.037,0.018,0.4,25
DSD,20190605,0.002,43,0.03,0.018,0.5,25
DSD,20190606,0.001,48,0.031,0.019,0.5,27
DSD,20190607,0.001,13,0.034,0.016,0.4,6
DSD,20190608,0.001,20,0.034,0.014,0.4,10
DSD,20190609,0.001,31,0.035,0.009,0.4,16
DSD,20190610,0.001,10,0.023,0.013,0.3,7
DSD,20190611,0.001,19,0.032,0.013,0.3,14
DSD,20190612,0.002,33,0.037,0.014,0.4,21
DSD,20190613,0.002,39,0.039,0.02,0.4,25
DSD,20190614,0.002,60,0.034,0.024,0.4,37
DSD,20190615,0.002,31,0.036,0.014,0.4,20
DSD,20190616,0.001,30,0.037,0.01,0.3,19
DSD,20190617,0.001,20,0.032,0.012,0.3,14
DSD,20190618,0.001,32,0.033,0.015,0.4,20
DSD,20190619,0.001,40,0.042,0.014,0.4,26
DSD,20190620,0.001,35,0.042,0.012,0.4,22
DSD,20190621,0.001,33,0.045,0.012,0.4,23
DSD,20190622,0.001,30,0.036,0.013,0.4,19
DSD,20190623,0.001,18,0.038,0.01,0.3,12
DSD,20190624,0.002,33,0.038,0.014,0.4,21
DSD,20190625,0.002,30,0.041,0.015,0.4,21
DSD,20190626,0.003,35,0.024,0.022,0.5,23
DSD,20190627,0.001,19,0.021,0.014,0.4,13
DSD,20190628,0.001,31,0.035,0.012,0.4,23
DSD,20190629,0.001,26,0.022,0.012,0.4,17
DSD,20190630,0.001,30,0.031,0.009,0.4,20
DHD,20190601,0.002,34,0.025,0.034,0.2,16
DHD,20190602,0.003,39,0.034,0.032,0.3,20
DHD,20190603,0.004,48,0.034,0.045,0.4,27
DHD,20190604,0.003,45,0.029,0.04,0.3,25
DHD,20190605,0.002,43,0.023,0.034,0.2,25
DHD,20190606,0.001,47,0.023,0.034,0.3,29
DHD,20190607,0.001,11,0.022,0.033,0.3,6
DHD,20190608,0.001,23,0.02,0.032,0.3,11
DHD,20190609,0.001,24,0.022,0.024,0.2,15
DHD,20190610,0.001,15,0.015,0.026,0.2,8
DHD,20190611,0.001,20,0.021,0.028,0.2,12
DHD,20190612,0.002,42,0.026,0.033,0.3,21
DHD,20190613,0.002,38,0.027,0.04,0.3,24
DHD,20190614,0.002,59,0.022,0.046,0.4,39
DHD,20190615,0.002,35,0.022,0.037,0.3,22
DHD,20190616,0.002,34,0.03,0.025,0.3,20
DHD,20190617,0.002,27,0.022,0.027,0.2,14
DHD,20190618,0.002,38,0.019,0.038,0.3,21
DHD,20190619,0.002,43,0.025,0.037,0.3,28
DHD,20190620,0.003,36,0.025,0.036,0.4,24
DHD,20190621,0.003,37,0.03,0.03,0.3,23
DHD,20190622,0.003,31,0.021,0.032,0.3,19
DHD,20190623,0.003,16,0.02,0.025,0.2,12
DHD,20190624,0.003,32,0.02,0.035,0.3,21
DHD,20190625,0.003,30,0.026,0.036,0.3,19
DHD,20190626,0.002,32,0.017,0.034,0.3,22
DHD,20190627,0.002,17,0.011,0.03,0.2,12
DHD,20190628,0.002,,0.02,0.03,0.2,20
DHD,20190629,0.002,27,0.011,0.028,0.3,
DHD,20190630,0.002,30,0.018,0.025,0.2,18
WPD,20190601,0.001,30,0.037,0.012,0.4,17
WPD,20190602,0.002,38,0.041,0.018,0.5,21
WPD,20190603,0.002,50,0.051,0.018,0.5,26
WPD,20190604,0.002,42,0.042,0.018,0.4,25
WPD,20190605,0.002,45,0.035,0.012,0.4,26
WPD,20190606,0.001,49,0.03,0.02,0.5,30
WPD,20190607,0.001,20,0.027,0.024,0.5,7
WPD,20190608,0.001,30,0.031,0.015,0.5,13
WPD,20190609,0.001,30,0.033,0.011,0.5,18
WPD,20190610,0.001,20,0.021,0.015,0.4,6
WPD,20190611,0.001,26,0.029,0.017,0.4,13
WPD,20190612,0.003,38,0.035,0.018,0.5,23
WPD,20190613,0.002,45,0.038,0.025,0.6,29
WPD,20190614,0.002,60,0.033,0.026,0.6,47
WPD,20190615,0.002,39,0.033,0.018,0.6,24
WPD,20190616,0.002,35,0.038,0.01,0.5,17
WPD,20190617,0.002,27,0.036,0.01,0.4,12
WPD,20190618,0.002,35,0.033,0.013,0.5,23
WPD,20190619,0.001,43,0.036,0.022,0.6,27
WPD,20190620,0.002,37,0.042,0.016,0.5,22
WPD,20190621,0.002,42,0.041,0.022,0.5,26
WPD,20190622,0.001,35,0.036,0.017,0.4,21
WPD,20190623,0.001,25,0.032,0.015,0.4,12
WPD,20190624,0.002,36,0.039,0.012,0.4,21
WPD,20190625,0.002,35,0.039,0.019,0.4,19
WPD,20190626,0.002,37,0.024,0.02,0.4,25
WPD,20190627,0.001,23,0.021,0.013,0.4,15
WPD,20190628,0.001,36,0.038,0.009,0.4,24
WPD,20190629,0.001,31,0.017,0.015,0.5,24
WPD,20190630,0.001,35,0.03,0.008,0.4,20
UND,20190701,0.002,33,0.046,0.013,0.5,23
UND,20190702,0.003,32,0.042,0.018,0.5,22
UND,20190703,0.002,45,0.045,0.019,0.5,34
UND,20190704,0.004,44,0.044,0.027,0.5,33
UND,20190705,0.004,40,0.044,0.03,0.6,27
UND,20190706,0.002,31,0.041,0.022,0.5,20
UND,20190707,0.001,18,0.044,0.009,0.4,13
UND,20190708,0.001,,0.037,0.012,0.4,6
UND,20190709,0.001,13,0.034,0.013,0.4,9
UND,20190710,0.001,11,0.024,0.013,0.5,7
UND,20190711,0.002,15,0.02,0.017,0.6,8
UND,20190712,0.002,23,0.031,0.013,0.4,14
UND,20190713,0.002,34,0.042,0.015,0.4,27
UND,20190714,0.002,46,0.051,0.012,0.4,34
UND,20190715,0.002,54,0.04,0.02,0.5,
UND,20190716,0.002,31,0.045,0.018,0.5,21
